-204.000000,0.000000,-76.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-174.000000,0.000000,-76.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-144.000000,0.000000,-76.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-114.000000,0.000000,-76.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-114.000000,0.000000,-106.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-144.000000,0.000000,-106.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-174.000000,0.000000,-106.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-204.000000,0.000000,-106.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-114.000000,0.000000,-136.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-144.000000,0.000000,-136.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-174.000000,0.000000,-136.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-204.000000,0.000000,-136.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-114.000000,0.000000,-166.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-144.000000,0.000000,-166.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-174.000000,0.000000,-166.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
-204.000000,0.000000,-166.000000,0.000000,0.000000,0.000000,20.000000,30.000000,20.000000,
